Date	Price Open	Price Low	Price High	Price Close	Volume
2011-10-04	2.633223197	2.427272779	2.633223197	2.486115756	171847.0
2011-10-05	2.5008265	2.471405011	2.515537244	2.471405011	118280.0
2011-10-06	2.515537244	2.515537244	2.677355429	2.57438022	101558.0
2011-10-07	2.603801708	2.57438022	2.633223197	2.57438022	261713.0
2011-10-10	2.559669476	2.559669476	2.57438022	2.57438022	67977.0
2011-10-11	2.57438022	2.57438022	2.618512453	2.589090964	55061.0
2011-10-12	2.589090964	2.57438022	2.603801708	2.603801708	86059.0
2011-10-13	2.57438022	2.57438022	2.795041382	2.647933941	3932635.0
2011-10-14	2.662644685	2.662644685	2.706776917	2.662644685	1201298.0
2011-10-17	2.677355429	2.677355429	2.780330638	2.765619894	2271537.0
2011-10-18	2.721487661	2.692066173	2.809752126	2.692066173	3437351.0
2011-10-19	2.721487661	2.647933941	2.75090915	2.647933941	1285319.0
2011-10-20	2.633223197	2.589090964	2.633223197	2.589090964	330098.0
2011-10-21	2.589090964	2.589090964	2.603801708	2.589090964	194143.0
2011-10-25	2.589090964	2.559669476	2.589090964	2.559669476	320717.0
2011-10-26	2.57438022	2.559669476	2.647933941	2.57438022	1607260.0
2011-10-27	2.589090964	2.57438022	2.589090964	2.57438022	494740.0
2011-10-28	2.589090964	2.57438022	2.603801708	2.57438022	768553.0
2011-10-31	2.589090964	2.589090964	2.647933941	2.603801708	2087046.0
2011-11-01	2.603801708	2.544958732	2.603801708	2.544958732	422548.0
2011-11-02	2.559669476	2.544958732	2.57438022	2.559669476	328603.0
2011-11-03	2.57438022	2.57438022	2.82446287	2.75090915	10250603.0
2011-11-04	2.795041382	2.765619894	2.986281055	2.765619894	15783430.0
2011-11-07	2.75090915	2.75090915	2.942148823	2.868595103	9026463.0
2011-11-08	3.0009918	2.942148823	3.015702544	2.942148823	9010149.0
2011-11-09	2.971570311	2.883305847	2.971570311	2.883305847	2010911.0
2011-11-10	2.853884358	2.839173614	2.898016591	2.839173614	2226399.0
2011-11-11	2.82446287	2.809752126	2.839173614	2.809752126	1812688.0
2011-11-14	2.82446287	2.809752126	2.853884358	2.809752126	1020614.0
2011-11-15	2.82446287	2.809752126	2.839173614	2.809752126	653264.0
2011-11-16	2.82446287	2.82446287	2.839173614	2.82446287	157435.0
2011-11-17	2.912727335	2.853884358	2.912727335	2.853884358	1165678.0
2011-11-18	2.853884358	2.82446287	2.853884358	2.82446287	334993.0
2011-11-21	2.82446287	2.809752126	2.942148823	2.868595103	6214369.0
2011-11-22	2.883305847	2.868595103	3.25107445	3.059834776	38525991.0
2011-11-23	3.059834776	3.030413288	3.162809985	3.045124032	10611155.0
2011-11-24	3.059834776	2.956859567	3.103967008	2.956859567	2759751.0
2011-11-25	3.0009918	2.82446287	3.015702544	2.868595103	2845675.0
2011-11-28	2.898016591	2.853884358	2.912727335	2.853884358	1021838.0
