Date	Price Open	Price Low	Price High	Price Close	Volume
2017-09-14	10.8	10.2	11.4	11.4	831241200
2017-09-15	11.5	10.8	11.7	10.9	332171000
2017-09-18	11.0	10.3	11.3	10.3	166326400
2017-09-19	10.4	10.3	11.0	10.6	139492600
2017-09-20	10.6	10.4	10.8	10.6	66340000
2017-09-21	10.7	10.6	10.9	10.6	61308200
2017-09-22	10.6	10.5	11.2	11.2	134735800
2017-09-25	11.3	11.2	11.7	11.3	187546100
2017-09-26	11.3	10.9	11.3	11.0	98134200
2017-09-27	11.1	10.9	11.2	11.0	55785800
2017-09-28	11.0	10.7	11.2	10.8	49896300
2017-09-29	10.8	10.7	11.0	10.8	31005000
2017-10-02	10.9	10.8	11.1	10.9	23879100
2017-10-03	10.9	10.8	11.1	10.9	37603400
2017-10-04	11.0	10.7	11.0	10.7	28523900
2017-10-05	10.8	10.8	11.5	11.3	150815600
2017-10-06	11.5	11.3	11.8	11.3	200664300
2017-10-09	11.4	11.1	11.5	11.2	38262700
2017-10-10	11.2	11.2	12.0	12.0	162842100
2017-10-11	12.2	11.8	12.2	12.0	94785400
2017-10-12	12.1	12.1	12.9	12.6	132810900
2017-10-16	12.7	12.5	13.2	13.2	94302100
2017-10-17	13.3	12.9	13.5	13.1	113494100
2017-10-18	13.2	13.0	13.5	13.2	64996900
2017-10-19	13.1	12.7	13.3	12.7	89887900
2017-10-20	12.7	12.7	13.3	13.3	62894900
2017-10-24	13.5	13.3	13.7	13.7	76747700
2017-10-25	13.9	13.6	13.9	13.8	60596700
2017-10-27	13.9	13.7	14.1	13.7	65316700
2017-10-30	13.8	13.3	13.8	13.5	66072100
2017-10-31	13.4	13.4	13.8	13.4	45446100
2017-11-01	13.5	13.4	13.8	13.5	52777900
2017-11-02	13.6	13.3	13.8	13.3	40457000
2017-11-03	13.4	12.6	13.4	12.6	96154100
2017-11-06	12.6	12.4	13.0	12.9	47453100
2017-11-07	13.0	12.4	13.1	12.5	54538700
2017-11-08	12.6	12.5	13.0	12.8	36771500
2017-11-09	12.9	12.7	13.1	13.0	36783400
2017-11-10	13.0	12.5	13.0	12.5	31994500
2017-11-13	12.3	12.0	12.5	12.0	36575000
2017-11-14	11.7	11.6	12.2	12.1	47069000
2017-11-15	12.0	11.9	12.6	12.4	63792800
2017-11-16	12.5	12.3	12.7	12.3	30208100
2017-11-17	12.4	12.4	12.6	12.5	20804800
2017-11-20	12.6	12.3	12.6	12.4	11089300
2017-11-21	12.4	12.0	12.5	12.2	25057100
2017-11-22	12.2	12.1	12.6	12.3	35236100
2017-11-23	12.3	11.6	12.3	11.6	47420200
2017-11-24	11.7	11.5	11.9	11.5	25743400
2017-11-27	11.6	10.9	11.6	11.0	30355200
2017-11-28	11.1	11.0	11.3	11.1	28310300
2017-11-29	11.2	11.1	11.7	11.5	43994500
2017-11-30	11.4	11.1	11.5	11.2	21019800
2017-12-01	11.2	11.2	11.4	11.2	14076600
2017-12-04	11.3	9.8	11.3	9.95	90511000
2017-12-06	9.95	9.85	10.2	10.1	46330600
2017-12-07	10.1	10.0	10.2	10.0	10648900
2017-12-08	10.1	10.0	10.6	10.2	46169100
2017-12-12	10.2	9.6	10.3	9.6	43986800
2017-12-13	9.7	9.65	10.2	10.1	29148300
2017-12-14	10.1	10.0	10.2	10.0	4537900
2017-12-15	9.95	9.95	10.2	10.0	6423100
2017-12-18	10.1	10.0	10.4	10.3	9259800
2017-12-19	10.3	10.0	10.4	10.1	9457900
2017-12-20	10.1	9.9	10.4	9.95	20958300
2017-12-21	10.0	10.0	10.1	10.0	4535700
2017-12-22	10.0	9.9	10.0	9.95	3582700
2017-12-25	10.1	9.95	10.1	10.0	6319600
2017-12-26	10.1	10.0	10.3	10.1	13287000
2017-12-27	10.1	10.0	10.2	10.0	5386900
2017-12-28	10.0	9.9	10.1	10.0	8422600
2017-12-29	10.0	9.95	10.2	10.2	5510800
2018-01-03	10.2	9.95	10.2	10.0	15326300
2018-01-04	10.1	10.0	10.8	10.7	96748800
2018-01-05	10.9	10.7	11.0	10.9	20839900
2018-01-08	11.0	11.0	11.6	11.2	49792400
2018-01-09	11.3	11.0	11.4	11.1	31632900
2018-01-10	11.2	11.1	11.4	11.2	22627900
2018-01-11	11.1	10.9	11.3	11.1	12782900
2018-01-12	11.2	11.1	11.4	11.2	10779000
2018-01-15	11.2	10.5	11.2	10.6	38677000
2018-01-16	10.5	10.4	10.8	10.4	13728800
2018-01-17	10.3	10.3	10.7	10.4	9411700
2018-01-18	10.5	10.4	10.7	10.5	10895800
2018-01-19	10.5	10.3	10.6	10.4	7433500
2018-01-22	10.4	10.4	10.6	10.4	4635300
2018-01-23	10.5	10.3	10.6	10.3	6754200
2018-01-24	10.3	10.3	11.1	11.0	31248100
2018-01-25	11.1	10.8	11.1	10.8	13351900
2018-01-26	10.8	10.6	10.9	10.7	7673800
2018-01-29	11.3	11.0	11.4	11.1	39150600
2018-01-30	11.1	11.1	11.4	11.2	19587400
2018-01-31	11.1	11.1	11.8	11.8	73298800
2018-02-01	11.9	11.6	11.9	11.7	28096500
2018-02-02	11.7	11.5	12.1	11.5	46453600
2018-02-05	11.1	11.0	11.3	11.2	29868000
2018-02-06	10.6	10.6	11.2	10.9	39802000
