Date	Price Open	Price Low	Price High	Price Close	Volume
2012-07-12	0.726265291	0.716581754	0.852151275	0.827942432	809129054.0
2012-07-13	0.823100663	0.794050051	0.8327842	0.794050051	245616952.0
2012-07-16	0.803733589	0.697214679	0.808575357	0.697214679	190180816.0
2012-07-17	0.702056448	0.692372911	0.731107059	0.702056448	82777845.0
2012-07-18	0.706898216	0.687531142	0.711739985	0.692372911	40713294.0
2012-07-19	0.702056448	0.682689373	0.706898216	0.687531142	32519281.0
2012-07-20	0.692372911	0.687531142	0.711739985	0.692372911	47210174.0
2012-07-23	0.687531142	0.677847605	0.692372911	0.682689373	13941106.0
2012-07-24	0.687531142	0.682689373	0.702056448	0.682689373	23353888.0
2012-07-25	0.687531142	0.677847605	0.687531142	0.677847605	9379073.0
2012-07-26	0.682689373	0.648796993	0.687531142	0.648796993	15754897.0
2012-07-27	0.663322299	0.634271687	0.668164068	0.634271687	8624304.0
2012-07-30	0.639113456	0.629429919	0.648796993	0.629429919	8615217.0
2012-07-31	0.629429919	0.629429919	0.692372911	0.673005836	54127087.0
2012-08-01	0.668164068	0.663322299	0.673005836	0.663322299	13253752.0
2012-08-03	0.663322299	0.65848053	0.677847605	0.663322299	6632885.0
2012-08-06	0.668164068	0.65848053	0.668164068	0.663322299	2565043.0
2012-08-07	0.668164068	0.65848053	0.677847605	0.65848053	6504501.0
2012-08-08	0.663322299	0.653638762	0.668164068	0.653638762	2310034.0
2012-08-09	0.653638762	0.653638762	0.677847605	0.65848053	10360713.0
2012-08-10	0.65848053	0.648796993	0.663322299	0.648796993	3954112.0
2012-08-14	0.653638762	0.643955225	0.663322299	0.643955225	10983582.0
2012-08-15	0.653638762	0.643955225	0.65848053	0.643955225	7014227.0
2012-08-16	0.648796993	0.634271687	0.653638762	0.634271687	2776086.0
2012-08-17	0.639113456	0.634271687	0.648796993	0.639113456	3733104.0
2012-08-20	0.639113456	0.634271687	0.643955225	0.643955225	2145304.0
2012-08-21	0.639113456	0.639113456	0.653638762	0.639113456	4954219.0
2012-08-22	0.643955225	0.639113456	0.673005836	0.65848053	34165705.0
2012-08-23	0.663322299	0.653638762	0.682689373	0.653638762	39703515.0
